ImageName,ImageText,Gender,View,Magnification,Location,Host,Species,ScientificName_accepted,ScientificName,Class,Order,Family,Genus,Species
aagro18.jpg,"Anguina agrostis
juvenile head” 1000X
Laboratory specimen
10m
© Peter Mullin/2001",juvenile,head,100,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro19.jpg,"Anguina agrostis
juvenile tail tip 1000X
Laboratory specimen
© Peter Mullin/2001",juvenile,tail tip,100,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro2.jpg,"Anguina agrostis
juvenile 100X%
laboratory specimen
100 im
© Peter Mullin/2001",juvenile,body,100X,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro20.jpg,"Anguina agrostis
juvenile” anterior 1000X
Laboratory specimen
© Teter Mulin/2001",juvenile,anterior,100,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro3.jpg,"50 um
Anguina agrostis
juvenile head 200X%
laboratory specimen
© Peter Mullin/2001",juvenile,head,200X,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro4.jpg,"Anguina agrostis
juvenile tail 200X
laboratory specimen
50m
© Peter Mullin/2001",juvenile,tail,200X,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro5.jpg,"Anguina agrostis
juvenile anterior +00X
laboratory specimen
20}m
© Peter Mullin/2001",juvenile,anterior,,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro6.jpg,"An guina agrostis
juvenile tall 400X
laboratory specimen
© Peter Mullin/2001",juvenile,tail,400X,Laboratory specimen,Laboratory specimen,,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,
aagro7.jpg,"© Peter
llin/2001
Anguina agrostis
juvenile 100X
700 Hm
laboratory specimen [",juvenile,body,100X,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aagro8.jpg,"Anguina Precis
jevenile basal esophagus +00X
laboratory specimen
© Peter Mullin/2001",juvenile,basal esophagus,,Laboratory specimen,Laboratory specimen,Anguina Precis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina Precis
aagro9.jpg,"Anguina agrostis
juvenile tail 4+00X
laboratory specimen",juvenile,tail,,Laboratory specimen,Laboratory specimen,Anguina agrostis,Anguina,Anguina,Chromadorea,Rhabditida,Anguinidae,Anguina,Anguina agrostis
aaven1.jpg,"A\phelenchus avenae
female tail 400X
Konza Prairie
fg bluestem Elucg acs
96 55"" 39No5
20m
© Peter Mullin/2000",female,tail,40,Konza Praire,Big bluestem/Bluegrass,,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,
aaven10.jpg,"Aphelenchus avenae
vulva 400X
Konza Prairie
Bigbluesten/
Little bluestem
96WW 35"" 39No5'
© Peter Mullin/2000",female,vulva,40,Konza Praire,Little bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven11.jpg,"Aphelenchus avenae
female tail +400X
Konza Prairie
Big bluestem/|_ittle bluestem
96WW 35"" 39No5
20m
© Peter Mullin/2000",female,tail,40,Konza Praire,Big bluestem/|_ittle bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven2.jpg,"Ap helenchus avenae
renfe head 1000X
Korea iiaive
Bless
96WW 35"" 39No5
1pm
© Peter Mullin/2000",juvenile,head,100,Konza Praire,Bluegrass,,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,
aaven3.jpg,"Aphelenchus avenae
juvenile median bulb 1000X
Konza Prairie
Blieg seo
96WW 35"" 39No5
10pm
© Peter Mullin/z000",juvenile,median bulb,100,Konza Praire,Bluegrass,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven4.jpg,"© Peter Mullin/2000
96 35"" 39No5'
Aphelenchus avenae
Juvenile head 400X
onesie
Sig bluestany | jitlellucoter",juvenile,head,40,Konza Praire,Big bluestem/|_ittle bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven5.jpg,"100 fim’
Aphelenchus avenae
female 100X
Gres Pane
Boge bllectenoliceae
96 35"" 39No5'
© Peter Mullin/2000",female,body,10,Konza Praire,Big bluestem/|_ittle bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven6.jpg,"A\phelenchus avenae
female head 400X
Konza Prairie
Little bluestem
96W 35"" 39No5""
© Peter Mullin/2000",female,head,40,Konza Praire,Little bluestem,,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,
aaven7.jpg,"‘Aghelenebus avenae
vulva 400X
Konza Prairie
Little bluestem
96W 35"" 39No5'
20m
© Peter Mullin/2000",female,vulva,40,Konza Praire,Little bluestem,,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,
aaven8.jpg,"Aphelenchus avenae
female tail +00X
Konza Prairie
Little bluestem
96W 35"" 39No5""
20m
© Peter Mullin/2000",female,tail,40,Konza Praire,Little bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
aaven9.jpg,"96W 53"" 59Nos""
© Peter Mullin/2000
Aphelenchus avenae
female head/esophagus 400X
Konza Prairie
Bigblucstem/ ittle bluestem",female,esophagus,40,Konza Praire,Bigblucstem/ ittle bluestem,Aphelenchus avenae,Aphelenchus,Aphelenchus,Chromadorea,Rhabditida,Aphelenchidae,Aphelenchus,Aphelenchus avenae
abess1.jpg,"Aphelenchoides tbesseyi
juvenile tail +00X
Konza Prairie
Little bluestem/
Sporobolus
© Peter Mullin/2000",juvenile,tail,40,Konza Praire,Little bluestem,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abess2.jpg,"Aphelenchoides tbesseyi
juvenile head +00X
Konza Prairie
Little bluestem/Sporobolus
© Peter Mullin/2000",juvenile,head,40,Konza Praire,Little bluestem/Sporobolus,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abess3.jpg,"© Peter Mullin/2000
Aphelenchoides tbesseyi
juvenile median bulb +00
Konza Prairie
Little bluestem/Sporobolus",juvenile,median bulb,40,Konza Praire,Little bluestem/Sporobolus,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abess4.jpg,"© Peter Mullin/2000
20m
Aphelenchoides tbesseyi
juvenile tail tip 400X
Konza Prairie
Little bluestem/ Sporobolus",juvenile,tail tip,40,Konza Praire,Little bluestem,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesscmp.jpg,"head
>
tail tip
spicules
photos-
Peter Mullin 1999
drawings-
M.W. Allen 1952,",,compare,,,,,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,
abesse1.jpg,"Aphelenchoides ?besseyi
male 100X
9 Mile Prairie
‘Switchgrass
Toone
© Peter Mullin/2000",male,body,10,Nine Mile Prarie,Switchgrass,Aphelenchoides ?besseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides ?besseyi
abesse10.jpg,"Aphelenchoides tbesseyi
female 100X
9 Mile Prairie Switchgrass
Peter Mulllin ce 1999",female,body,10,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse11.jpg,"Aphelenchoides tbesseyi
head 400X
9 Mile Prairie Switchgrass
20m
Photo- Peter Mullin 1999",female,head,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse12.jpg,"Aphelenchoides tbesseyi
female anterior +00X
9 Mile Prairie Switchgrass
Peter Mullin ce 1999)",female,anterior,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse2.jpg,"© Peter Mullin/2000
Aphelenchoides tbesseyi
spermatheca? 400X
9 Mile Prairie
Switchgrass",male,spermatheca,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse3.jpg,"Aphelenchoides tbesseyi
spicules 1000X
9 Mile Prairie Switchgrass Peter Nate",male,spicules,100,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse4.jpg,"Peter Mullin ce 1999
Aphelenchoides tbesseyi
tail/spicules 400X
9 Mile Prairie Switchgrass",male,tail,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse5.jpg,"Aphelenchoides tbesseyi
head 400X
9 Mile Prairie
Switchgrass
Peter Mullin ce 1999",female,head,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse6.jpg,"Aphelenchoides tbesseyi
tail 400X
9 Mile Prairie
Switchgrass
20m
Peter Mullin ce 1999",female,tail,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse7.jpg,"Aphelenchoides tbesseyi
vulva 1000X
9 Mile Prairie Switchgrass
Peter Mullin cc 1999",female,vulva,100,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse8.jpg,"Aphelenchoides tbesseyi
vulva +00X
9 Mile Prairie
Switchgrass
Peter Mullin ce 1999",female,vulva,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
abesse9.jpg,"Aphelenchoides tbesseyi
ovary 400X
9 Mile Prairie Switchgrass
Peter Mullin ce 1999",female,ovary,40,Nine Mile Prarie,Switchgrass,Aphelenchoides tbesseyi,Aphelenchoides,Aphelenchoides,Chromadorea,Rhabditida,Aphelenchoididae,Aphelenchoides,Aphelenchoides tbesseyi
acapcmp.jpg,"Aporcelaimellus capitatus
Photo:
Peter Mullin
female tail
c
Becky Hi",female,compare,,,,Aporcelaimellus capitatus,Aporcelaimellus,Aporcelaimellus,Enoplea,Dorylaimida,Aporcelaimidae,Aporcelaimellus,Aporcelaimellus capitatus
acbuts1.jpg,"Acrobeloides maximus © Peter Mullin/2000
female lateral field 400%
96W 95"" 59No5""
Konza Prairie
Sporobolus ‘a",female,lateral field,40,Konza Praire,Sporobolus,Acrobeloides maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides maximus
acbuts2.jpg,"© Peter Mullin/2000
Acrobeloides ?maximus
female tail 400X
96WW 35"" 99N035' Konza Prairie
Sporobolus",female,tail,40,Konza Praire,Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides ?maximus
acbuts3.jpg,"Acrobeloides ?maximus
female head 400X
Konza Prairie
Sporobolus
96WW 35"" 39No5'
20m
© Peter Mullin/2000",female,head,40,Konza Praire,Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides ?maximus
acbuts4.jpg,"Acrobeloides ?maximus
female 40X
Konza Prairie
Sporobolus
© Peter Mullin/2000
——
100 im
96\N 35"" 39N05'",female,body,4,Konza Praire,Sporobolus,Acrobeloides ?maximus,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides ?maximus
acbuts5.jpg,"© Peter Mullin/2000
20m
Acrobeloides butschlii
juvenile head +00X
Konza Prairie
Big bluestem/|_ittle bluestem
96\N 35° 39No35'",juvenile,head,40,Konza Praire,Big bluestem/|_ittle bluestem,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides butschlii
acbuts6.jpg,"Acrobeloides butschlii
juvenile tal 400X
koe ene
Sporobolus
96W 33"" 39No5""",juvenile,tail,40,Konza Praire,Sporobolus,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides butschlii
acbuts7.jpg,"Acrobeloides butschlii
juvenile head +00X
Konza Prairie
Bluegrass
©Peter Mullin/z000
20m
96W 35"" 39No5'",juvenile,head,40,Konza Praire,Bluegrass,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides butschlii
acbuts8.jpg,"20m
Acrobeloides butschli
juvenile tail +00X
Konza Prairie
Bluegrass
96WW 35 39No5""
© Peter Mullin/2000",juvenile,tail,40,Konza Praire,Bluegrass,Acrobeloides butschli,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides butschli
acbuts9.jpg,"Acrobeloides butschlii
juenile head 1000X%
Konza Prairie
Bluegrass
© Peter Mullin/2000
96 35 39No5""
1Opm",juvenile,head,100,Konza Praire,Bluegrass,Acrobeloides butschlii,Acrobeloides,Acrobeloides,Chromadorea,Rhabditida,Cephalobidae,Acrobeloides,Acrobeloides butschlii
accil1.jpg,"96\N 35 39No35""
Acrobeles ciliatus
female 4+00X
Konza Prairie
Sunegeass
©Peter Mullin/z000",female,body,40,Konza Praire,Sunegeass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil10.jpg,"96W 35' 39No5""
1Op1m
Me, lpg cite, VF on. on
: ~
Acrobeles ciliatus —————
juvenile female Konza Prairie ;
basal bulb 1000X Bluegrass © Peter Mullin/2000",female,basal bulb,100,Konza Praire,Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil11.jpg,"© Peter Mullin/2000
1Opm
96WW 35"" 39No5""
Acrobeles ciliatus
juvenile female head 1000X
ereniiaise
Dleeee",female,head,100,Konza Praire,Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil12.jpg,"Acrobeles ciliatus
juvenile female head 1000X
Konza Prairie
Blucgess
101m
© Peter Mullin72000 96W 35! 39No5""",female,head,100,Konza Praire,Blucgess,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil13.jpg,"Acrobeles ciliatus
female 100X
Konza Prairie
Sporobolus 96W 93' 39No5'
© Peter Mullin/2000
100 im",female,body,10,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil14.jpg,"© Peter Mullin/z000
Acrobeles ciliatus
female tail 400X
Lesealiiene
Sporobolus
20m
96WW 35' 39No5""",female,tail,40,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil15.jpg,"Acrobeles ciliatus
vulva +00X
Konza Prairie
Sporobolus
© Peter Mullin/2000 96WW 55"" 99No5'",female,vulva,40,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil16.jpg,"Acrobeles ciliatus
female head +00X
——___4 Konza Prairie 96WW 55! 39No5!
ai Sporobolus
©Peter Mullin/z000",female,head,40,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil17.jpg,"Acrobeles ciliatus
female lateral field 1000X
Konza Prairie 96W 35"" 39No5""
iopm",female,lateral field,1000X,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil18.jpg,"Acrobeles ciliatus 96W35' 39Nos""
female head 1000X
Konza Prairie
Sporobolus
© Peter Mullin/2000",female,head,100,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil19.jpg,"Acrobeles ciliatus
female head 1000X
Konza Prairie .?
Sporobolus ;
10pm
96W 35"" 39No5'
© Peter Mullin/2000",female,head,100,Konza Praire,Sporobolus,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil2.jpg,"Acrobeles ciliatus
female head 400X,
Konza Prairie
Since
96W 35"" 39No5""
20m
©Peter Mullin/z000",female,head,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil21.jpg,"aa hk
Bets
96W 35"" 39No5""
Acrobeles ciliatus
juvenile female head +00X
eemealfitatis
Bigbluestem/Serbner's panicum
© Peter Mullin/2000",female,head,40,Konza Praire,Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil22.jpg,"©Peter Mullin/z000
1pm
Acrobeles ciliatus
juvenile Female head 1000X
Konza Prairie
Bigbluestem/Serbner's panicum
96W 35"" 39No5""",female,head,100,Konza Praire,Serbner's panicum,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil23.jpg,"© Peter Mullin/2000
10 li
im ay |
96W35' 59No5' « cd >.
Ps
‘
a,
obeles ciliatus
female head 1000X
Konza Prairie
ig bluestem/ Scribner's panicum",female,head,100,Konza Praire,Scribner's panicum,,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,
accil3.jpg,"Acrobeles ciliatus
female midbody-anterior 400X
Konza Prairie
Junegrass
96W 33' 39No5""
© Peter Mullin/2000",female,basal bulb,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil4.jpg,"96 33' 39No5""
© Peter Mullin/2000
Acrobeles ciliatus
female midbody +00X
Konza Prairie
Junegrass",female,vulva,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil5.jpg,"96W 35 39No5""
©Peter Mullin/z000
Acrobeles ciliatus
female midbody-posterior 400X
Konza Prairie
Junegrass",female,anus,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil6.jpg,"Acrobeles ciliatus
female tail 400X
Konza Prairie
Junegrass
96WW 33 39No5'
20pm
© Peter Mullin/2000",female,tail,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil7.jpg,"Acrobeles ciliatus
female head/esophagus +00X
Konza Prairie
Snes
96W 35"" 39Nos5""
©Peter Mullin/2z000",female,anterior,40,Konza Praire,Junegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil8.jpg,"20 [im
Acrobeles ciliatus 9635"" 39No5
juvente female tail +00X
Konza Prai
Bluegrass © Peter Mullin/2000",female,tail,40,Konza Praire,Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accil9.jpg,"©Peter Mullin/2000 rs 96W35"" 39Nos!
Acrobeles ciliatus
jesenile female head +00X
Konza Prairie
Bluegrass",female,head,40,Konza Praire,Bluegrass,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accilidrw.jpg,"Acrobeles ciliatus
Drawings- Thorne, 1937",,compare,,,,Acrobeles ciliatus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ciliatus
accte1.jpg,"Acrobeles ctenocephalus
female head +00)
Mead Hpantare
Dead pig A
20m
© Peter Mullin/2000",female,head,40,Mead Pasture,Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ctenocephalus
accte2.jpg,"Acrobeles ctenocephalus
female tail +00
Mee oe Faas
pisA
© Peter Mullin/2000",female,tail,40,Mead Pasture,Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ctenocephalus
accte3.jpg,"Acrobeles ctenocephalus
female head 1000X
Mead pasture
Dead pig A",female,head,100,Mead Pasture,Dead pig A,Acrobeles ctenocephalus,Acrobeles,Acrobeles,Chromadorea,Rhabditida,Cephalobidae,Acrobeles,Acrobeles ctenocephalus
